Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
8.16,17,65.91,6125.575417688982,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001634383201599,100,0.0,ATTACK
8.0,17,64.0,34529.546390055155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.9239654541015625e-05,100,0.0,ATTACK
20.0,6,64.0,11062.970485057896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.040117263793946e-05,100,0.0,ATTACK
20.0,6,64.0,57236.68122270743,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.748085021972656e-05,100,0.0,ATTACK
32.0,6,64.0,1139.3230836094965,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15336,66,4410,1533.6,1156.9683756361806,1533.6,0.000887107849121,10,1338575.8222222223,BENIGN
28.0,6,59.8,272.33087686264327,0.1,0.1,0.0,0.4,0.8,0.1,0.0,8,1,1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1078,60,241,107.8,65.17122746188603,107.8,0.0043365001678466,10,4247.288888888888,BENIGN
32.0,6,55.5,120.58211006273037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7800,66,1494,780.0,752.6220831200743,780.0,0.0085798978805541,10,566440.0,BENIGN
23.6,6,183.5,126.27854534287528,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,992,60,206,99.2,48.09435171271848,99.2,0.0079596996307373,10,2313.0666666666666,BENIGN
20.0,6,64.0,13810.22686115044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.241010665893554e-05,100,0.0,ATTACK
12.8,17,101.8,94.7965998648444,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1026,60,230,102.6,69.69807904255484,102.6,0.0121668100357055,10,4857.822222222222,BENIGN
19.88,6,65.91,38269.19708029197,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6170,60,230,61.7,16.999999999999996,61.7,2.6140213012695316e-05,100,288.99999999999983,ATTACK
32.0,6,114.0,83.76127569920818,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,851,66,156,85.1,37.52465855940597,85.1,0.0119389772415161,10,1408.0999999999997,BENIGN
32.0,6,183.1,257.9379985117675,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,903,66,188,90.3,44.77114646237637,90.3,0.0044754028320312,10,2004.455555555556,BENIGN
20.36,6,64.0,33091.15581854044,0.0,0.98,0.0,0.01,0.02,0.0,0.0,2,98,0,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6063,60,105,60.63,4.82973742933958,60.63,3.022909164428711e-05,100,23.32636363636369,ATTACK
26.4,6,98.7,41.7585507229062,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1072,60,214,107.2,57.02397156752004,107.2,0.0281098842620849,10,3251.733333333333,BENIGN
0.0,1,64.0,40407.55298651252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.644777297973633e-05,100,0.0,ATTACK
19.6,6,62.72,3012.781485019789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,0.98,0.98,6000,60,60,60.0,0.0,60.0,0.0003319191932678,100,0.0,ATTACK
40.0,6,99.4,16339.322165952472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9116,78,1462,911.6,710.5833597201043,911.6,6.659030914306641e-05,10,504928.7111111112,BENIGN
24.0,6,166.7,109.28956508824088,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,912,60,214,91.2,51.73608240118517,91.2,0.009191608428955,10,2676.6222222222223,BENIGN
20.0,6,64.0,27159.904163698764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.68189811706543e-05,100,0.0,ATTACK
27.2,6,80.8,606.6129615434679,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,12232,60,2962,1223.2,917.4840961382744,1223.2,0.0017693996429443,10,841777.0666666665,BENIGN
32.0,6,197.6,1633.9958705052788,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3556,66,1514,355.6,610.5304069231752,355.6,0.0007886886596679,10,372747.37777777785,BENIGN
28.4,6,144.4,53.899100076203744,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,846,60,156,84.6,37.88931247726725,84.6,0.0185532808303833,10,1435.6,BENIGN
24.0,6,76.2,136.45160450771672,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,2199,43,1500,219.9,450.84844706644185,219.9,0.0075679063796997,10,203264.3222222222,ATTACK
15.2,17,131.6,118.22700533025902,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,790,60,230,79.0,53.12668297987786,79.0,0.008458399772644,10,2822.4444444444443,BENIGN
28.0,6,98.9,46.72678841785471,0.0,0.1,0.0,0.4,0.9,0.0,0.0,9,1,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1262,60,279,126.2,79.01448531053587,126.2,0.0232090950012207,10,6243.288888888889,BENIGN
32.0,6,231.0,902.5443277672578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0011703968048095,10,0.0,BENIGN
32.0,6,214.3,436.624679894235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3556,66,2962,355.6,915.7956103847628,355.6,0.0023520946502685,10,838681.6000000001,BENIGN
19.8,6,63.36,13417.47920665387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,7.452964782714844e-05,100,0.0,ATTACK
24.0,6,79.1,77.944669614003,0.2,0.0,0.0,0.2,0.7,0.0,0.0,7,0,2,0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1409,60,441,140.9,129.21682896932927,140.9,0.0163929939270019,10,16696.988888888893,ATTACK
27.2,6,83.1,234.1041727132683,0.0,0.0,0.2,0.3,0.7,0.0,0.0,7,0,0,2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4385,60,1600,438.5,610.9794049993284,438.5,0.0042716026306152,10,373295.8333333333,BENIGN
32.0,6,63.6,287.1925776301825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18036,66,5858,1803.6,1495.4879694155577,1803.6,0.0034913063049316,10,2236484.266666667,BENIGN
0.0,47,62.72,3776.134829032897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.98,58136,60,592,581.36,74.8552164805061,581.36,0.0002704501152038,100,5603.303434343432,ATTACK
7.84,17,65.27,9454.509388454342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.01,0.01,0.0,0.99,0.99,6010,60,70,60.1,1.000000000000002,60.1,0.0001057696342468,100,1.0000000000000042,ATTACK
20.0,6,64.0,25687.80009799118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.8928985595703125e-05,100,0.0,ATTACK
24.8,6,131.7,120.41974465055252,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,4291,60,2547,429.1,768.3057044923951,429.1,0.0083436965942382,10,590293.6555555555,BENIGN
27.2,6,122.9,21.948066287356497,0.0,0.0,0.0,0.6,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1358,66,235,135.8,59.15478753988462,135.8,0.0505053043365478,10,3499.288888888889,BENIGN
12.0,17,68.9,130.60264673828428,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.1,0.4,0.0,0.0,0.1,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,714,60,94,71.4,13.459403982181213,71.4,0.0080762147903442,10,181.1555555555555,BENIGN
8.0,17,64.0,19211.72590692561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.206108093261719e-05,100,0.0,ATTACK
0.0,1,64.0,46837.56560580681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.15601921081543e-05,100,0.0,ATTACK
23.6,6,95.4,53.98283073992561,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1088,60,218,108.8,55.36906476845471,108.8,0.0279818058013916,10,3065.733333333333,BENIGN
20.0,6,64.0,24438.05861446134,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.353046417236328e-05,100,0.0,ATTACK
19.88,6,64.64,19489.3545838948,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6092,60,152,60.92,9.2,60.92,5.131006240844727e-05,100,84.64000000000003,ATTACK
30.8,6,120.4,619.1585722299312,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7905,60,1514,790.5,762.6470350037428,790.5,0.0016302108764648,10,581630.5,BENIGN
32.0,6,130.8,92.55823088449156,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8613,66,2962,861.3,992.2071972235548,861.3,0.0108304023742675,10,984475.1222222222,BENIGN
0.08,47,64.0,1484.0789753025265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,1.0,57312,90,578,573.12,48.8,573.12,0.0006772589683532,100,2381.44,ATTACK
32.0,6,164.8,1345.5357372000512,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5489,66,1514,548.9,682.5941449109175,548.9,0.0008993864059448,10,465934.7666666667,BENIGN
20.0,6,64.0,13491.713844570251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.411956787109375e-05,100,0.0,ATTACK
14.4,6,83.3,124.40579331864144,0.0,0.2,0.0,0.1,0.3,0.0,0.0,3,2,0,0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.2,0.1,0.0,0.8,0.8,1163,60,459,116.3,121.3590174280886,116.3,0.0084043025970458,10,14728.01111111111,BENIGN
32.0,6,247.0,6115.928842228055,0.0,0.0,0.0,0.8,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22080,1494,2922,2208.0,752.6220831200743,2208.0,0.0001970052719116,10,566440.0,BENIGN
8.0,17,64.0,11331.669098179069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.825778961181641e-05,100,0.0,ATTACK
0.0,47,64.0,13873.26431382926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,7.296085357666015e-05,100,0.0,ATTACK
8.0,17,64.0,7291.9054242002785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0001371693611145,100,0.0,ATTACK
32.0,6,64.0,1049.3367691576393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,1514,1514,1514.0,0.0,1514.0,0.00099778175354,10,0.0,BENIGN
32.0,6,64.0,677.5497544585164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,66,2962,1514.0,682.5937461054139,1514.0,0.0018764972686767,10,465934.2222222223,BENIGN
17.6,17,80.2,162.99383279770254,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,985,60,218,98.5,64.10971498576137,98.5,0.0063354969024658,10,4110.055555555556,BENIGN
7.6,17,71.0,11862.390406697212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.01,0.04,0.0,0.99,0.99,15730,60,162,157.3,20.609647637880077,157.3,8.430004119873046e-05,100,424.7575757575757,ATTACK
22.0,6,137.1,90.62965107736454,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,1002,60,336,100.2,87.82027100846365,100.2,0.0110340118408203,10,7712.400000000001,BENIGN
20.0,6,64.0,6970.98790054514,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001434612274169,100,0.0,ATTACK
28.0,6,96.0,53.67046623637862,0.2,0.1,0.0,0.2,0.8,0.0,0.0,8,1,2,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1061,66,214,106.1,63.19361782121145,106.1,0.0215694189071655,10,3993.433333333333,BENIGN
32.0,6,164.2,2273.828472297517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244,66,4410,1224.4,1643.9034305240953,1224.4,0.0004557847976684,10,2702418.4888888886,BENIGN
20.0,6,64.0,15765.689370019543,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.343841552734375e-05,100,0.0,ATTACK
7.92,17,63.36,15862.879618773874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,6.304025650024415e-05,100,0.0,ATTACK
32.0,6,113.6,38.243689655895565,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3319,66,2480,331.9,755.6222527750813,331.9,0.0275987863540649,10,570964.9888888889,BENIGN
21.2,6,93.0,24.80492230246801,0.0,0.1,0.0,0.4,0.5,0.0,0.0,5,1,0,0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1504,60,414,150.4,108.8711776979258,150.4,0.0455010890960693,10,11852.933333333332,BENIGN
29.6,6,149.1,41.64118306396929,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1015,66,230,101.5,58.32333247604351,101.5,0.0260549783706665,10,3401.611111111112,BENIGN
0.0,1,67.82,25673.64877272449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.895998001098633e-05,100,0.0,ATTACK
19.8,6,63.36,11556.785054969278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,8.655071258544921e-05,100,0.0,ATTACK
26.4,6,157.8,269.8047691644635,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,765,60,156,76.5,29.43637205907005,76.5,0.0038393974304199,10,866.5,BENIGN
20.0,6,64.0,30922.32379828959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.23486328125e-05,100,0.0,ATTACK
20.0,6,64.0,5995.203041694658,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001668000221252,100,0.0,ATTACK
20.0,6,64.0,49119.381660616,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.048015594482422e-05,100,0.0,ATTACK
32.0,6,123.0,1281.3686493752482,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28660,2866,2866,2866.0,0.0,2866.0,0.0008045196533203,10,0.0,BENIGN
32.0,6,232.0,1269.3472142359956,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.000850510597229,10,0.0,BENIGN
20.0,6,64.0,35674.95109296589,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.80308723449707e-05,100,0.0,ATTACK
20.0,6,64.0,63694.82156416097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.5709400177001953e-05,100,0.0,ATTACK
43.2,6,93.5,16150.573738929534,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7878,94,1462,787.8,711.2695691508249,787.8,7.770061492919921e-05,10,505904.4000000001,BENIGN
8.0,17,64.0,3666.894556009197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0002727198600769,100,0.0,ATTACK
28.8,6,77.9,189.035645554559,0.1,0.2,0.2,0.3,0.5,0.0,0.0,5,2,1,2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1391,60,583,139.1,165.21195141057106,139.1,0.0060558080673217,10,27294.98888888889,BENIGN
20.0,6,64.0,37009.65322509486,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.7029514312744145e-05,100,0.0,ATTACK
20.0,6,64.0,52435.35441930241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.9071102142333983e-05,100,0.0,ATTACK
16.0,17,76.8,120.55299751093636,0.1,0.1,0.0,0.0,0.2,0.0,0.0,2,1,1,0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,838,60,170,83.8,41.18737670694748,83.8,0.0084348201751708,10,1696.4,BENIGN
15.2,17,83.1,137.6061416315349,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,5677,60,1514,567.7,662.1406446770454,567.7,0.0084182024002075,10,438430.2333333333,BENIGN
22.4,6,127.5,101.51865155050392,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,786,60,156,78.6,29.31893586063451,78.6,0.009850788116455,10,859.6000000000003,BENIGN
0.08,47,64.0,8927.850148999574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,1.0,58704,96,592,587.04,49.59999999999995,587.04,0.0001138496398925,100,2460.159999999996,ATTACK
32.0,6,64.0,601.7221146259235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16588,1514,2962,1658.8,457.8978051923814,1658.8,0.0019028902053833,10,209670.40000000005,BENIGN
